gem17,gem17name,fl17,bev17,kennziffer,name,krs17,
8225068,Neunkirchen,15.92,"1,830",8225903,GVV Kleiner Odenwald,8225000,Neckar-Odenwald-Kreis
8225074,Obrigheim,24.25,"5,264",8225905,VVG der Stadt Mosbach,8225000,Neckar-Odenwald-Kreis
8225075,"Osterburken, Stadt",47.32,"6,520",8225907,GVV Osterburken,8225000,Neckar-Odenwald-Kreis
8225082,Rosenberg,40.94,"2,083",8225907,GVV Osterburken,8225000,Neckar-Odenwald-Kreis
8225091,Seckach,27.85,"4,159",8225909,GVV Seckachtal,8225000,Neckar-Odenwald-Kreis
8225109,"Walldürn, Stadt",105.91,"11,528",8225901,GVV Hardheim-Walldürn,8225000,Neckar-Odenwald-Kreis
8225113,Zwingenberg,4.72,704,8225906,GVV Neckargerach-Waldbrunn,8225000,Neckar-Odenwald-Kreis
8225114,"Ravenstein, Stadt",55.97,"2,854",8225907,GVV Osterburken,8225000,Neckar-Odenwald-Kreis
8225115,Schefflenz,36.96,"3,930",8225908,GVV Schefflenztal,8225000,Neckar-Odenwald-Kreis
8225116,Schwarzach,8.36,"2,878",8225903,GVV Kleiner Odenwald,8225000,Neckar-Odenwald-Kreis
8225117,Elztal,46.62,"5,908",8225905,VVG der Stadt Mosbach,8225000,Neckar-Odenwald-Kreis
8225118,Waldbrunn,44.29,"4,760",8225906,GVV Neckargerach-Waldbrunn,8225000,Neckar-Odenwald-Kreis
8226003,Altlußheim,15.96,"6,017",8226904,VVG der Stadt Hockenheim,8226000,Rhein-Neckar-Kreis
8226006,Bammental,12.16,"6,545",8226905,GVV Neckargemünd,8226000,Rhein-Neckar-Kreis
8226009,Brühl,10.19,"14,264",8226009,Brühl,8226000,Rhein-Neckar-Kreis
8226010,Dielheim,22.67,"8,992",8226910,VVG der Stadt Wiesloch,8226000,Rhein-Neckar-Kreis
8226012,Dossenheim,14.15,"12,477",8226012,Dossenheim,8226000,Rhein-Neckar-Kreis
8226013,"Eberbach, Stadt",81.15,"14,578",8226901,VVG der Stadt Eberbach,8226000,Rhein-Neckar-Kreis
8226017,Epfenbach,12.97,"2,424",8226909,GVV Waibstadt,8226000,Rhein-Neckar-Kreis
8226018,"Eppelheim, Stadt",5.7,"15,250",8226018,"Eppelheim, Stadt",8226000,Rhein-Neckar-Kreis
8226020,Eschelbronn,8.23,"2,659",8226902,GVV Elsenztal,8226000,Rhein-Neckar-Kreis
8226022,Gaiberg,4.15,"2,356",8226905,GVV Neckargemünd,8226000,Rhein-Neckar-Kreis
8226027,Heddesbach,8.21,466,8226907,GVV Schönau,8226000,Rhein-Neckar-Kreis
8226028,Heddesheim,14.71,"11,464",8226028,Heddesheim,8226000,Rhein-Neckar-Kreis
8226029,Heiligkreuzsteinach,19.6,"2,615",8226907,GVV Schönau,8226000,Rhein-Neckar-Kreis
8226031,"Hemsbach, Stadt",12.85,"12,010",8226903,VVG der Stadt Hemsbach,8226000,Rhein-Neckar-Kreis
8226032,"Hockenheim, Stadt",34.84,"21,739",8226904,VVG der Stadt Hockenheim,8226000,Rhein-Neckar-Kreis
8226036,Ilvesheim,5.89,"9,222",8226036,Ilvesheim,8226000,Rhein-Neckar-Kreis
8226037,Ketsch,16.52,"12,758",8226037,Ketsch,8226000,Rhein-Neckar-Kreis
8226038,"Ladenburg, Stadt",19,"11,532",8226038,"Ladenburg, Stadt",8226000,Rhein-Neckar-Kreis
8226040,Laudenbach,10.29,"6,303",8226903,VVG der Stadt Hemsbach,8226000,Rhein-Neckar-Kreis
8226041,"Leimen, Stadt",20.64,"27,055",8226041,"Leimen, Stadt",8226000,Rhein-Neckar-Kreis
8226046,Malsch,6.77,"3,545",8226906,GVV Rauenberg,8226000,Rhein-Neckar-Kreis
8226048,Mauer,6.29,"3,999",8226902,GVV Elsenztal,8226000,Rhein-Neckar-Kreis
8226049,Meckesheim,16.33,"5,215",8226902,GVV Elsenztal,8226000,Rhein-Neckar-Kreis
8226054,Mühlhausen,15.3,"8,514",8226906,GVV Rauenberg,8226000,Rhein-Neckar-Kreis
8226055,"Neckarbischofsheim, Stadt",26.4,"4,033",8226909,GVV Waibstadt,8226000,Rhein-Neckar-Kreis
8226056,"Neckargemünd, Stadt",26.16,"13,373",8226905,GVV Neckargemünd,8226000,Rhein-Neckar-Kreis
8226058,Neidenstein,6.48,"1,805",8226909,GVV Waibstadt,8226000,Rhein-Neckar-Kreis
8226059,Neulußheim,3.38,"7,038",8226904,VVG der Stadt Hockenheim,8226000,Rhein-Neckar-Kreis
8226060,Nußloch,13.58,"11,324",8226060,Nußloch,8226000,Rhein-Neckar-Kreis
8226062,Oftersheim,12.78,"12,115",8226062,Oftersheim,8226000,Rhein-Neckar-Kreis
8226063,Plankstadt,8.39,"10,224",8226063,Plankstadt,8226000,Rhein-Neckar-Kreis
8226065,"Rauenberg, Stadt",11.12,"8,641",8226906,GVV Rauenberg,8226000,Rhein-Neckar-Kreis
8226066,Reichartshausen,10,"2,070",8226909,GVV Waibstadt,8226000,Rhein-Neckar-Kreis
8226068,Reilingen,16.35,"7,574",8226904,VVG der Stadt Hockenheim,8226000,Rhein-Neckar-Kreis
8226076,Sandhausen,14.55,"15,024",8226076,Sandhausen,8226000,Rhein-Neckar-Kreis
8226080,"Schönau, Stadt",22.49,"4,447",8226907,GVV Schönau,8226000,Rhein-Neckar-Kreis
8226081,Schönbrunn,34.47,"2,853",8226901,VVG der Stadt Eberbach,8226000,Rhein-Neckar-Kreis
8226082,"Schriesheim, Stadt",31.61,"15,008",8226082,"Schriesheim, Stadt",8226000,Rhein-Neckar-Kreis
8226084,"Schwetzingen, Stadt",21.62,"21,546",8226084,"Schwetzingen, Stadt",8226000,Rhein-Neckar-Kreis
8226085,"Sinsheim, Stadt",126.99,"35,439",8226908,VVG der Stadt Sinsheim,8226000,Rhein-Neckar-Kreis
8226086,Spechbach,8.52,"1,724",8226902,GVV Elsenztal,8226000,Rhein-Neckar-Kreis
8226091,"Waibstadt, Stadt",25.57,"5,741",8226909,GVV Waibstadt,8226000,Rhein-Neckar-Kreis
8226095,"Walldorf, Stadt",19.91,"15,565",8226095,"Walldorf, Stadt",8226000,Rhein-Neckar-Kreis
8226096,"Weinheim, Stadt",58.11,"45,114",8226096,"Weinheim, Stadt",8226000,Rhein-Neckar-Kreis
8226097,Wiesenbach,11.13,"3,127",8226905,GVV Neckargemünd,8226000,Rhein-Neckar-Kreis
8226098,"Wiesloch, Stadt",30.24,"26,779",8226910,VVG der Stadt Wiesloch,8226000,Rhein-Neckar-Kreis
8226099,Wilhelmsfeld,4.75,"3,180",8226907,GVV Schönau,8226000,Rhein-Neckar-Kreis
8226101,Zuzenhausen,11.64,"2,203",8226908,VVG der Stadt Sinsheim,8226000,Rhein-Neckar-Kreis
8226102,Angelbachtal,17.92,"5,034",8226908,VVG der Stadt Sinsheim,8226000,Rhein-Neckar-Kreis
8226103,St. Leon-Rot,25.56,"13,668",8226103,St. Leon-Rot,8226000,Rhein-Neckar-Kreis
8226104,Lobbach,14.91,"2,342",8226902,GVV Elsenztal,8226000,Rhein-Neckar-Kreis
8226105,Edingen-Neckarhausen,12.04,"14,075",8226105,Edingen-Neckarhausen,8226000,Rhein-Neckar-Kreis
8226106,Helmstadt-Bargen,27.95,"3,716",8226909,GVV Waibstadt,8226000,Rhein-Neckar-Kreis
8226107,Hirschberg an der Bergstraße,12.35,"9,964",8226107,Hirschberg an der Bergstraße,8226000,Rhein-Neckar-Kreis
8231000,"Pforzheim, Stadt",98.07,"124,289",8231000,"Pforzheim, Stadt",8231000,"Pforzheim, Stadt"
8235006,"Altensteig, Stadt",53.19,"10,523",8235901,VVG der Stadt Altensteig,8235000,Calw
8235007,Althengstett,19.16,"7,898",8235902,GVV Althengstett,8235000,Calw
8235008,"Bad Liebenzell, Stadt",33.78,"9,389",8235904,VVG der Stadt Bad Liebenzell,8235000,Calw
8235018,Dobel,18.41,"2,299",8235903,VVG der Stadt Bad Herrenalb,8235000,Calw
8235020,Ebhausen,24.56,"4,762",8235907,VVG der Stadt Nagold,8235000,Calw
8235022,Egenhausen,10.02,"2,012",8235901,VVG der Stadt Altensteig,8235000,Calw
8235025,Enzklösterle,20.18,"1,218",8235908,VVG der Stadt Bad Wildbad,8235000,Calw
8235029,Gechingen,14.68,"3,682",8235902,GVV Althengstett,8235000,Calw
8235032,"Haiterbach, Stadt",28.92,"5,749",8235907,VVG der Stadt Nagold,8235000,Calw
8235033,"Bad Herrenalb, Stadt",33.01,"7,902",8235903,VVG der Stadt Bad Herrenalb,8235000,Calw
8235035,Höfen an der Enz,9.07,"1,780",8235908,VVG der Stadt Bad Wildbad,8235000,Calw
8235046,"Nagold, Stadt",63.09,"22,209",8235907,VVG der Stadt Nagold,8235000,Calw
8235047,"Neubulach, Stadt",24.69,"5,589",8235905,GVV Teinachtal,8235000,Calw
8235050,Neuweiler,51.29,"3,107",8235905,GVV Teinachtal,8235000,Calw
8235055,Oberreichenbach,35.98,"2,836",8235906,VVG der Stadt Calw,8235000,Calw
8235057,Ostelsheim,9.23,"2,378",8235902,GVV Althengstett,8235000,Calw
8235060,Rohrdorf,3.92,"1,937",8235907,VVG der Stadt Nagold,8235000,Calw
8235065,Schömberg,37.21,"8,042",8235065,Schömberg,8235000,Calw
8235066,Simmersfeld,44.16,"2,102",8235901,VVG der Stadt Altensteig,8235000,Calw
8235067,Simmozheim,9.51,"2,940",8235902,GVV Althengstett,8235000,Calw
8235073,Unterreichenbach,6.3,"2,395",8235904,VVG der Stadt Bad Liebenzell,8235000,Calw
8235079,"Bad Wildbad, Stadt",105.22,"10,083",8235908,VVG der Stadt Bad Wildbad,8235000,Calw
8235080,"Wildberg, Stadt",56.68,"10,012",8235080,"Wildberg, Stadt",8235000,Calw
8235084,"Bad Teinach-Zavelstein, Stadt",25.17,"3,089",8235905,GVV Teinachtal,8235000,Calw
8235085,"Calw, Stadt",59.88,"23,491",8235906,VVG der Stadt Calw,8235000,Calw
8236004,Birkenfeld,19.04,"10,108",8236004,Birkenfeld,8236000,Enzkreis
8236011,Eisingen,8.04,"4,721",8236902,GVV Kämpfelbachtal,8236000,Enzkreis
8236013,Engelsbrand,15.18,"4,452",8236905,VVG der Stadt Neuenbürg,8236000,Enzkreis
8236019,Friolzheim,8.54,"4,099",8236901,GVV Heckengäu,8236000,Enzkreis
8236025,"Heimsheim, Stadt",14.3,"5,111",8236901,GVV Heckengäu,8236000,Enzkreis
8236028,Illingen,29.37,"7,707",8236028,Illingen,8236000,Enzkreis
8236030,Ispringen,8.22,"6,070",8236030,Ispringen,8236000,Enzkreis
8236031,Kieselbronn,8.63,"3,000",8236906,GVV Neulingen,8236000,Enzkreis
8236033,"Knittlingen, Stadt",26.33,"7,994",8236033,"Knittlingen, Stadt",8236000,Enzkreis
8236038,"Maulbronn, Stadt",25.44,"6,557",8236903,VVG der Stadt Maulbronn,8236000,Enzkreis
8236039,Mönsheim,16.79,"2,824",8236901,GVV Heckengäu,8236000,Enzkreis
8236040,"Mühlacker, Stadt",54.32,"26,008",8236904,VVG der Stadt Mühlacker,8236000,Enzkreis
8236043,"Neuenbürg, Stadt",28.15,"8,213",8236905,VVG der Stadt Neuenbürg,8236000,Enzkreis
8236044,Neuhausen,29.75,"5,244",8236907,GVV Tiefenbronn,8236000,Enzkreis
8236046,Niefern-Öschelbronn,22.02,"12,041",8236046,Niefern-Öschelbronn,8236000,Enzkreis
8236050,Ötisheim,14.26,"4,701",8236904,VVG der Stadt Mühlacker,8236000,Enzkreis
8236061,Sternenfels,17.31,"2,804",8236903,VVG der Stadt Maulbronn,8236000,Enzkreis
8236062,Tiefenbronn,14.78,"5,373",8236907,GVV Tiefenbronn,8236000,Enzkreis
8236065,Wiernsheim,24.62,"6,654",8236901,GVV Heckengäu,8236000,Enzkreis
8236067,Wimsheim,8.06,"2,832",8236901,GVV Heckengäu,8236000,Enzkreis
8236068,Wurmberg,7.35,"3,134",8236901,GVV Heckengäu,8236000,Enzkreis
8236070,Keltern,29.82,"9,212",8236070,Keltern,8236000,Enzkreis
8236071,Remchingen,24.06,"11,766",8236071,Remchingen,8236000,Enzkreis
8236072,Straubenhardt,33.08,"11,140",8236072,Straubenhardt,8236000,Enzkreis
8236073,Neulingen,23.19,"6,734",8236906,GVV Neulingen,8236000,Enzkreis
8236074,Kämpfelbach,13.62,"6,373",8236902,GVV Kämpfelbachtal,8236000,Enzkreis
8236075,Ölbronn-Dürrn,15.64,"3,487",8236906,GVV Neulingen,8236000,Enzkreis
8236076,Königsbach-Stein,33.71,"10,010",8236902,GVV Kämpfelbachtal,8236000,Enzkreis
8237002,"Alpirsbach, Stadt",64.55,"6,388",8237002,"Alpirsbach, Stadt",8237000,Freudenstadt
8237004,Baiersbronn,189.58,"14,565",8237004,Baiersbronn,8237000,Freudenstadt
8237019,"Dornstetten, Stadt",24.2,"8,107",8237901,GVV Dornstetten,8237000,Freudenstadt
8237024,Empfingen,18.29,"4,026",8237903,VVG der Stadt Horb am Neckar,8237000,Freudenstadt
8237027,Eutingen im Gäu,32.81,"5,704",8237903,VVG der Stadt Horb am Neckar,8237000,Freudenstadt
8237028,"Freudenstadt, Stadt",87.54,"23,150",8237902,VVG der Stadt Freudenstadt,8237000,Freudenstadt
8237030,Glatten,15.52,"2,395",8237901,GVV Dornstetten,8237000,Freudenstadt
8237032,Grömbach,12.18,619,8237905,VVG der Gemeinde Pfalzgrafenweiler,8237000,Freudenstadt
8237040,"Horb am Neckar, Stadt",119.76,"24,882",8237903,VVG der Stadt Horb am Neckar,8237000,Freudenstadt
8237045,Loßburg,79.25,"7,419",8237045,Loßburg,8237000,Freudenstadt
8237054,Pfalzgrafenweiler,44.69,"7,155",8237905,VVG der Gemeinde Pfalzgrafenweiler,8237000,Freudenstadt
8237061,Schopfloch,17.03,"2,580",8237901,GVV Dornstetten,8237000,Freudenstadt
8237072,Wörnersberg,3.48,223,8237905,VVG der Gemeinde Pfalzgrafenweiler,8237000,Freudenstadt
8237073,Seewald,58.49,"2,172",8237902,VVG der Stadt Freudenstadt,8237000,Freudenstadt
8237074,Waldachtal,29.87,"6,009",8237901,GVV Dornstetten,8237000,Freudenstadt
8237075,Bad Rippoldsau-Schapbach,73.15,"2,062",8237902,VVG der Stadt Freudenstadt,8237000,Freudenstadt
8311000,"Freiburg im Breisgau, Stadt",153.04,"229,636",8311000,"Freiburg im Breisgau, Stadt",8311000,"Freiburg im Breisgau, Stadt"
8315003,Au,4,"1,431",8315907,GVV Hexental,8315000,Breisgau-Hochschwarzwald
8315004,Auggen,14.15,"2,804",8315912,GVV Müllheim-Badenweiler,8315000,Breisgau-Hochschwarzwald
8315006,"Bad Krozingen, Stadt",35.65,"19,457",8315901,VVG der Stadt Bad Krozingen,8315000,Breisgau-Hochschwarzwald
8315007,Badenweiler,13.03,"4,327",8315912,GVV Müllheim-Badenweiler,8315000,Breisgau-Hochschwarzwald
8315008,Ballrechten-Dottingen,6.61,"2,384",8315906,VVG der Stadt Heitersheim,8315000,Breisgau-Hochschwarzwald
8315013,Bötzingen,12.99,"5,359",8315909,GVV Kaiserstuhl-Tuniberg,8315000,Breisgau-Hochschwarzwald
8315014,Bollschweil,16.43,"2,295",8315904,VVG der Gemeinde Ehrenkirchen,8315000,Breisgau-Hochschwarzwald
8315015,"Breisach am Rhein, Stadt",54.59,"15,474",8315902,VVG der Stadt Breisach am Rhein,8315000,Breisgau-Hochschwarzwald
8315016,Breitnau,39.9,"1,761",8315908,VVG der Gemeinde Hinterzarten,8315000,Breisgau-Hochschwarzwald
8315020,Buchenbach,38.98,"3,116",8315903,GVV Dreisamtal,8315000,Breisgau-Hochschwarzwald
8315022,Buggingen,15.31,"4,231",8315912,GVV Müllheim-Badenweiler,8315000,Breisgau-Hochschwarzwald
8315028,Ebringen,8.18,"2,878",8315914,VVG der Gemeinde Schallstadt,8315000,Breisgau-Hochschwarzwald
8315030,Eichstetten am Kaiserstuhl,12.3,"3,618",8315909,GVV Kaiserstuhl-Tuniberg,8315000,Breisgau-Hochschwarzwald
8315031,Eisenbach (Hochschwarzwald),28.77,"2,139",8315917,VVG der Stadt Titisee-Neustadt,8315000,Breisgau-Hochschwarzwald
8315033,Eschbach,10.03,"2,619",8315906,VVG der Stadt Heitersheim,8315000,Breisgau-Hochschwarzwald
8315037,Feldberg (Schwarzwald),24.97,"1,977",8315915,VVG der Gemeinde Schluchsee,8315000,Breisgau-Hochschwarzwald
8315039,Friedenweiler,27.06,"1,982",8315910,VVG der Stadt Löffingen,8315000,Breisgau-Hochschwarzwald
8315041,Glottertal,30.74,"3,281",8315913,GVV St. Peter,8315000,Breisgau-Hochschwarzwald
8315043,Gottenheim,8.75,"2,965",8315909,GVV Kaiserstuhl-Tuniberg,8315000,Breisgau-Hochschwarzwald
8315047,Gundelfingen,14.29,"11,723",8315905,VVG der Gemeinde Gundelfingen,8315000,Breisgau-Hochschwarzwald
8315048,Hartheim am Rhein,26.05,"4,832",8315901,VVG der Stadt Bad Krozingen,8315000,Breisgau-Hochschwarzwald
8315050,"Heitersheim, Stadt",11.71,"6,233",8315906,VVG der Stadt Heitersheim,8315000,Breisgau-Hochschwarzwald
8315051,Heuweiler,4.03,"1,113",8315905,VVG der Gemeinde Gundelfingen,8315000,Breisgau-Hochschwarzwald
8315052,Hinterzarten,33.37,"2,544",8315908,VVG der Gemeinde Hinterzarten,8315000,Breisgau-Hochschwarzwald
8315056,Horben,8.75,"1,169",8315907,GVV Hexental,8315000,Breisgau-Hochschwarzwald
8315059,Ihringen,23,"6,092",8315902,VVG der Stadt Breisach am Rhein,8315000,Breisgau-Hochschwarzwald
8315064,Kirchzarten,21.13,"9,830",8315903,GVV Dreisamtal,8315000,Breisgau-Hochschwarzwald
8315068,Lenzkirch,57.92,"5,062",8315068,Lenzkirch,8315000,Breisgau-Hochschwarzwald
8315070,"Löffingen, Stadt",88.02,"7,680",8315910,VVG der Stadt Löffingen,8315000,Breisgau-Hochschwarzwald
8315072,Merdingen,14.4,"2,570",8315902,VVG der Stadt Breisach am Rhein,8315000,Breisgau-Hochschwarzwald
8315073,Merzhausen,2.76,"5,418",8315907,GVV Hexental,8315000,Breisgau-Hochschwarzwald
8315074,"Müllheim, Stadt",57.91,"18,999",8315912,GVV Müllheim-Badenweiler,8315000,Breisgau-Hochschwarzwald
8315076,"Neuenburg am Rhein, Stadt",44.1,"12,395",8315076,"Neuenburg am Rhein, Stadt",8315000,Breisgau-Hochschwarzwald
8315084,Oberried,66.32,"2,937",8315903,GVV Dreisamtal,8315000,Breisgau-Hochschwarzwald
8315089,Pfaffenweiler,3.61,"2,602",8315914,VVG der Gemeinde Schallstadt,8315000,Breisgau-Hochschwarzwald
8315094,St. Märgen,33.32,"1,892",8315913,GVV St. Peter,8315000,Breisgau-Hochschwarzwald
8315095,St. Peter,35.93,"2,604",8315913,GVV St. Peter,8315000,Breisgau-Hochschwarzwald
8315098,Schallstadt,19.56,"6,276",8315914,VVG der Gemeinde Schallstadt,8315000,Breisgau-Hochschwarzwald
8315102,Schluchsee,69.43,"2,516",8315915,VVG der Gemeinde Schluchsee,8315000,Breisgau-Hochschwarzwald
8315107,Sölden,3.8,"1,272",8315907,GVV Hexental,8315000,Breisgau-Hochschwarzwald
8315108,"Staufen im Breisgau, Stadt",23.32,"8,243",8315916,GVV Staufen-Münstertal,8315000,Breisgau-Hochschwarzwald
8315109,Stegen,26.32,"4,440",8315903,GVV Dreisamtal,8315000,Breisgau-Hochschwarzwald
8315111,"Sulzburg, Stadt",22.74,"2,771",8315912,GVV Müllheim-Badenweiler,8315000,Breisgau-Hochschwarzwald
8315113,"Titisee-Neustadt, Stadt",89.64,"12,232",8315917,VVG der Stadt Titisee-Neustadt,8315000,Breisgau-Hochschwarzwald
8315115,Umkirch,8.72,"5,731",8315911,GVV March-Umkirch,8315000,Breisgau-Hochschwarzwald
8315125,Wittnau,5.04,"1,510",8315907,GVV Hexental,8315000,Breisgau-Hochschwarzwald
8315130,Münstertal/Schwarzwald,67.74,"5,091",8315916,GVV Staufen-Münstertal,8315000,Breisgau-Hochschwarzwald
8315131,Ehrenkirchen,37.79,"7,401",8315904,VVG der Gemeinde Ehrenkirchen,8315000,Breisgau-Hochschwarzwald
8315132,March,17.79,"9,217",8315911,GVV March-Umkirch,8315000,Breisgau-Hochschwarzwald
8315133,"Vogtsburg im Kaiserstuhl, Stadt",37.36,"5,912",8315133,"Vogtsburg im Kaiserstuhl, Stadt",8315000,Breisgau-Hochschwarzwald
8316002,Bahlingen am Kaiserstuhl,12.66,"4,259",8316905,GVV Nördlicher Kaiserstuhl,8316000,Emmendingen
8316003,Biederbach,31.35,"1,754",8316902,GVV Elzach,8316000,Emmendingen
8316009,Denzlingen,16.94,"13,538",8316901,GVV Denzlingen-Vörstetten-Reute,8316000,Emmendingen
8316010,"Elzach, Stadt",75.28,"7,296",8316902,GVV Elzach,8316000,Emmendingen
8316011,"Emmendingen, Stadt",33.78,"27,642",8316903,VVG der Stadt Emmendingen,8316000,Emmendingen
8316012,"Endingen am Kaiserstuhl, Stadt",26.7,"9,785",8316905,GVV Nördlicher Kaiserstuhl,8316000,Emmendingen
8316013,Forchheim,10.78,"1,455",8316905,GVV Nördlicher Kaiserstuhl,8316000,Emmendingen
8316014,Gutach im Breisgau,24.77,"4,445",8316906,VVG der Stadt Waldkirch,8316000,Emmendingen
8316017,"Herbolzheim, Stadt",35.48,"10,861",8316904,GVV Kenzingen-Herbolzheim,8316000,Emmendingen
8316020,"Kenzingen, Stadt",36.93,"10,009",8316904,GVV Kenzingen-Herbolzheim,8316000,Emmendingen
8316024,Malterdingen,11.13,"3,255",8316903,VVG der Stadt Emmendingen,8316000,Emmendingen
8316036,Reute,4.79,"2,915",8316901,GVV Denzlingen-Vörstetten-Reute,8316000,Emmendingen
8316037,Riegel am Kaiserstuhl,18.33,"3,953",8316905,GVV Nördlicher Kaiserstuhl,8316000,Emmendingen
8316038,Sasbach am Kaiserstuhl,20.78,"3,447",8316905,GVV Nördlicher Kaiserstuhl,8316000,Emmendingen
8316039,Sexau,16.29,"3,362",8316903,VVG der Stadt Emmendingen,8316000,Emmendingen
8316042,Simonswald,74.31,"3,054",8316906,VVG der Stadt Waldkirch,8316000,Emmendingen
8316043,Teningen,40.26,"12,042",8316903,VVG der Stadt Emmendingen,8316000,Emmendingen
8316045,Vörstetten,7.88,"3,025",8316901,GVV Denzlingen-Vörstetten-Reute,8316000,Emmendingen
8316049,Weisweil,19.08,"2,139",8316904,GVV Kenzingen-Herbolzheim,8316000,Emmendingen
8316051,Wyhl am Kaiserstuhl,16.95,"3,860",8316905,GVV Nördlicher Kaiserstuhl,8316000,Emmendingen
8316053,Rheinhausen,22,"3,758",8316904,GVV Kenzingen-Herbolzheim,8316000,Emmendingen
8316054,Freiamt,52.9,"4,187",8316903,VVG der Stadt Emmendingen,8316000,Emmendingen
8316055,Winden im Elztal,21.95,"2,872",8316902,GVV Elzach,8316000,Emmendingen
8316056,"Waldkirch, Stadt",48.47,"21,799",8316906,VVG der Stadt Waldkirch,8316000,Emmendingen
8317001,"Achern, Stadt",65.24,"25,445",8317901,VVG der Stadt Achern,8317000,Ortenaukreis
8317005,Appenweier,38.02,"10,103",8317005,Appenweier,8317000,Ortenaukreis
8317008,Bad Peterstal-Griesbach,41.2,"2,729",8317908,GVV Oberes Renchtal,8317000,Ortenaukreis
8317009,Berghaupten,9.68,"2,404",8317903,VVG der Stadt Gengenbach,8317000,Ortenaukreis
8317011,Biberach,22.4,"3,676",8317914,VVG der Stadt Zell am Harmersbach,8317000,Ortenaukreis
8317021,Durbach,26.31,"3,899",8317910,VVG der Stadt Offenburg,8317000,Ortenaukreis
8317026,"Ettenheim, Stadt",48.8,"13,008",8317902,VVG der Stadt Ettenheim,8317000,Ortenaukreis
8317029,Fischerbach,20.29,"1,767",8317904,VVG der Stadt Haslach im Kinzigtal,8317000,Ortenaukreis
8317031,Friesenheim,46.57,"13,049",8317031,Friesenheim,8317000,Ortenaukreis
8317034,"Gengenbach, Stadt",61.9,"10,943",8317903,VVG der Stadt Gengenbach,8317000,Ortenaukreis
8317039,Gutach (Schwarzwaldbahn),31.74,"2,258",8317905,VVG der Stadt Hausach,8317000,Ortenaukreis
8317040,"Haslach im Kinzigtal, Stadt",18.67,"7,049",8317904,VVG der Stadt Haslach im Kinzigtal,8317000,Ortenaukreis
8317041,"Hausach, Stadt",36.07,"5,768",8317905,VVG der Stadt Hausach,8317000,Ortenaukreis
8317046,Hofstetten,18.16,"1,766",8317904,VVG der Stadt Haslach im Kinzigtal,8317000,Ortenaukreis
8317047,Hohberg,28.95,"8,103",8317910,VVG der Stadt Offenburg,8317000,Ortenaukreis
8317051,"Hornberg, Stadt",54.45,"4,233",8317051,"Hornberg, Stadt",8317000,Ortenaukreis
8317056,Kappelrodeck,17.93,"6,046",8317906,GVV Kappelrodeck,8317000,Ortenaukreis
8317057,"Kehl, Stadt",75.07,"35,695",8317057,"Kehl, Stadt",8317000,Ortenaukreis
8317059,Kippenheim,20.85,"5,532",8317907,VVG der Stadt Lahr/Schwarzwald,8317000,Ortenaukreis
8317065,"Lahr/Schwarzwald, Stadt",69.84,"46,156",8317907,VVG der Stadt Lahr/Schwarzwald,8317000,Ortenaukreis
8317067,Lautenbach,21.54,"1,877",8317909,VVG der Stadt Oberkirch,8317000,Ortenaukreis
8317068,Lauf,15,"3,956",8317901,VVG der Stadt Achern,8317000,Ortenaukreis
8317073,"Mahlberg, Stadt",16.59,"5,043",8317902,VVG der Stadt Ettenheim,8317000,Ortenaukreis
8317075,Meißenheim,21.35,"4,014",8317912,VVG der Gemeinde Schwanau,8317000,Ortenaukreis
8317078,Mühlenbach,31.22,"1,692",8317904,VVG der Stadt Haslach im Kinzigtal,8317000,Ortenaukreis
8317085,Nordrach,37.75,"1,903",8317914,VVG der Stadt Zell am Harmersbach,8317000,Ortenaukreis
8317088,Oberharmersbach,40.92,"2,499",8317914,VVG der Stadt Zell am Harmersbach,8317000,Ortenaukreis
8317089,"Oberkirch, Stadt",69.09,"20,042",8317909,VVG der Stadt Oberkirch,8317000,Ortenaukreis
8317093,Oberwolfach,51.26,"2,602",8317913,VVG der Stadt Wolfach,8317000,Ortenaukreis
8317096,"Offenburg, Stadt",78.37,"59,060",8317910,VVG der Stadt Offenburg,8317000,Ortenaukreis
8317097,Ohlsbach,11.14,"3,246",8317903,VVG der Stadt Gengenbach,8317000,Ortenaukreis
8317098,"Oppenau, Stadt",72.98,"4,712",8317908,GVV Oberes Renchtal,8317000,Ortenaukreis
8317100,Ortenberg,5.66,"3,397",8317910,VVG der Stadt Offenburg,8317000,Ortenaukreis
8317102,Ottenhöfen im Schwarzwald,25.26,"3,207",8317906,GVV Kappelrodeck,8317000,Ortenaukreis
8317110,"Renchen, Stadt",32.08,"7,324",8317909,VVG der Stadt Oberkirch,8317000,Ortenaukreis
8317113,Ringsheim,11.31,"2,347",8317902,VVG der Stadt Ettenheim,8317000,Ortenaukreis
8317114,Rust,13.27,"4,187",8317902,VVG der Stadt Ettenheim,8317000,Ortenaukreis
8317116,Sasbach,16.73,"5,305",8317901,VVG der Stadt Achern,8317000,Ortenaukreis
8317118,Sasbachwalden,18.13,"2,513",8317901,VVG der Stadt Achern,8317000,Ortenaukreis
8317121,Schuttertal,50.27,"3,152",8317911,VVG der Gemeinde Seelbach,8317000,Ortenaukreis
8317122,Schutterwald,21.04,"7,189",8317910,VVG der Stadt Offenburg,8317000,Ortenaukreis
8317126,Seebach,19.04,"1,399",8317906,GVV Kappelrodeck,8317000,Ortenaukreis
8317127,Seelbach,29.83,"4,877",8317911,VVG der Gemeinde Seelbach,8317000,Ortenaukreis
