kennziffer,name,fl17,bev17,sgtyp,sgtyp_name,wo,,mittelb17,mittelb17name,ihk17,ihk17name
13076108,"Parchim, Stadt",124.82,"18,074",30,Größere Kleinstadt,2,Ost,130106,Parchim,69,IHK zu Schwerin
13076952,Boizenburg-Land,258.43,"7,030",50,Landgemeinde,2,Ost,130104,Hagenow,69,IHK zu Schwerin
13076954,Dömitz-Malliß,258.33,"8,643",50,Landgemeinde,2,Ost,130105,Ludwigslust,69,IHK zu Schwerin
13076955,Eldenburg Lübz,403.51,"12,333",40,Kleine Kleinstadt,2,Ost,130106,Parchim,69,IHK zu Schwerin
13076956,Goldberg-Mildenitz,245.87,"6,665",50,Landgemeinde,2,Ost,130106,Parchim,69,IHK zu Schwerin
13076957,Grabow,362.97,"10,975",40,Kleine Kleinstadt,2,Ost,130105,Ludwigslust,69,IHK zu Schwerin
13076958,Hagenow-Land,336.63,"8,493",50,Landgemeinde,2,Ost,130104,Hagenow,69,IHK zu Schwerin
13076959,Ludwigslust-Land,275.30,"8,313",50,Landgemeinde,2,Ost,130105,Ludwigslust,69,IHK zu Schwerin
13076960,Neustadt-Glewe,128.26,"7,830",40,Kleine Kleinstadt,2,Ost,130105,Ludwigslust,69,IHK zu Schwerin
13076962,Parchimer Umland,354.76,"8,229",50,Landgemeinde,2,Ost,130106,Parchim,69,IHK zu Schwerin
13076963,Plau am See,234.59,"8,093",40,Kleine Kleinstadt,2,Ost,130106,Parchim,69,IHK zu Schwerin
13076964,Sternberger Seenlandschaft,392.41,"12,337",50,Landgemeinde,2,Ost,130103,Schwerin,69,IHK zu Schwerin
13076965,Stralendorf,131.92,"11,657",50,Landgemeinde,2,Ost,130103,Schwerin,69,IHK zu Schwerin
13076966,Wittenburg,184.81,"9,227",40,Kleine Kleinstadt,2,Ost,130104,Hagenow,69,IHK zu Schwerin
13076967,Zarrentin,275.79,"10,055",40,Kleine Kleinstadt,2,Ost,130104,Hagenow,69,IHK zu Schwerin
13076968,Crivitz,484.59,"24,914",50,Landgemeinde,2,Ost,130103,Schwerin,69,IHK zu Schwerin
14511000,"Chemnitz, Stadt",221.05,"246,855",10,Großstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14521010,Amtsberg,23.27,"3,737",50,Landgemeinde,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14521020,"Annaberg-Buchholz, Stadt",28.15,"20,000",20,Mittelstadt,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521030,"Aue, Stadt",20.92,"16,012",30,Größere Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521050,Bad Schlema,15.51,"4,777",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521110,Breitenbrunn/Erzgeb.,60.01,"5,339",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521130,Crottendorf,36.42,"4,109",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521150,Drebach,32.87,"5,111",40,Kleine Kleinstadt,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521160,"Ehrenfriedersdorf, Stadt",15.89,"4,757",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521170,"Eibenstock, Stadt",112.22,"7,434",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521200,Gelenau/Erzgeb.,21.11,"4,181",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521240,Großolbersdorf,22.57,"2,842",50,Landgemeinde,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521250,Großrückerswalde,26.65,"3,437",50,Landgemeinde,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521260,"Grünhain-Beierfeld, Stadt",22.25,"5,950",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521290,Hohndorf,5.24,"3,573",50,Landgemeinde,2,Ost,140370,Stollberg,13,IHK Chemnitz
14521310,Jahnsdorf/Erzgeb.,26.22,"5,570",40,Kleine Kleinstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14521320,"Johanngeorgenstadt, Stadt",29.58,"3,991",50,Landgemeinde,2,Ost,140360,Aue,13,IHK Chemnitz
14521330,"Jöhstadt, Stadt",49.70,"2,701",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521355,"Lauter-Bernsbach, Stadt",30.28,"8,762",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521370,"Lößnitz, Stadt",30.49,"8,389",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521390,"Marienberg, Stadt",133.50,"17,140",30,Größere Kleinstadt,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521400,Mildenau,31.67,"3,393",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521410,Neukirchen/Erzgeb.,20.14,"6,808",40,Kleine Kleinstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14521440,"Oberwiesenthal, Kurort, Stadt",40.02,"2,108",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521450,"Oelsnitz/Erzgeb., Stadt",26.28,"11,014",30,Größere Kleinstadt,2,Ost,140370,Stollberg,13,IHK Chemnitz
14521460,"Olbernhau, Stadt",125.36,"11,156",30,Größere Kleinstadt,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521495,"Pockau-Lengefeld, Stadt",83.43,"7,713",40,Kleine Kleinstadt,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521500,Raschau-Markersbach,39.55,"5,135",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521530,"Schneeberg, Stadt",23.35,"13,848",30,Größere Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521540,Schönheide,28.15,"4,469",50,Landgemeinde,2,Ost,140360,Aue,13,IHK Chemnitz
14521550,"Schwarzenberg/Erzgeb., Stadt",46.31,"16,912",30,Größere Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521560,Sehmatal,44.51,"6,455",40,Kleine Kleinstadt,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521600,Stützengrün,28.30,"3,237",50,Landgemeinde,2,Ost,140360,Aue,13,IHK Chemnitz
14521620,"Thalheim/Erzgeb., Stadt",10.79,"6,127",40,Kleine Kleinstadt,2,Ost,140370,Stollberg,13,IHK Chemnitz
14521630,Thermalbad Wiesenbad,24.21,"3,303",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521640,"Thum, Stadt",18.90,"5,233",40,Kleine Kleinstadt,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521670,"Wolkenstein, Stadt",30.51,"3,898",50,Landgemeinde,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521901,Bärenstein,24.98,"4,583",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521903,Burkhardtsdorf,33.66,"10,657",40,Kleine Kleinstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14521905,Wildenstein,44.17,"4,425",50,Landgemeinde,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14521910,Geyer,26.53,"4,649",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521915,Lugau,28.33,"10,691",40,Kleine Kleinstadt,2,Ost,140370,Stollberg,13,IHK Chemnitz
14521930,Scheibenberg-Schlettau,30.22,"4,479",50,Landgemeinde,2,Ost,140350,Annaberg-Buchholz,13,IHK Chemnitz
14521932,Seiffen/Erzgeb.,30.01,"4,030",50,Landgemeinde,2,Ost,140340,Marienberg,13,IHK Chemnitz
14521933,Stollberg/Erzgeb.,52.05,"12,597",30,Größere Kleinstadt,2,Ost,140370,Stollberg,13,IHK Chemnitz
14521938,Zschopau,42.57,"13,100",40,Kleine Kleinstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14521939,Zschorlau,41.06,"7,619",40,Kleine Kleinstadt,2,Ost,140360,Aue,13,IHK Chemnitz
14521940,Zwönitz,109.98,"14,922",30,Größere Kleinstadt,2,Ost,140370,Stollberg,13,IHK Chemnitz
14522020,"Augustusburg, Stadt",23.38,"4,538",50,Landgemeinde,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14522035,Bobritzsch-Hilbersdorf,55.12,"5,732",40,Kleine Kleinstadt,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522050,"Brand-Erbisdorf, Stadt",46.33,"9,544",40,Kleine Kleinstadt,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522070,Claußnitz,21.38,"3,101",50,Landgemeinde,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14522080,"Döbeln, Stadt",91.74,"23,728",20,Mittelstadt,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522110,Eppendorf,33.88,"4,140",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522120,Erlau,37.83,"3,200",50,Landgemeinde,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522140,"Flöha, Stadt",27.76,"10,767",30,Größere Kleinstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14522150,"Frankenberg/Sa., Stadt",65.62,"14,177",30,Größere Kleinstadt,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522170,"Frauenstein, Stadt",59.00,"2,860",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522180,"Freiberg, Stadt, Universitätsstadt",48.32,"41,496",20,Mittelstadt,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522190,"Geringswalde, Stadt",30.06,"4,229",50,Landgemeinde,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522200,Großhartmannsdorf,32.21,"2,489",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522210,"Großschirma, Stadt",61.63,"5,613",40,Kleine Kleinstadt,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522220,Großweitzschen,44.45,"2,766",50,Landgemeinde,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522230,"Hainichen, Stadt",51.74,"8,549",40,Kleine Kleinstadt,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522240,Halsbrücke,41.04,"5,112",40,Kleine Kleinstadt,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522250,"Hartha, Stadt",54.40,"7,121",40,Kleine Kleinstadt,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522260,Hartmannsdorf,10.29,"4,416",50,Landgemeinde,2,Ost,140310,Limbach-Oberfrohna,13,IHK Chemnitz
14522290,Königshain-Wiederau,31.04,"2,637",50,Landgemeinde,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522300,Kriebstein,31.08,"2,127",50,Landgemeinde,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522310,"Leisnig, Stadt",78.08,"8,277",40,Kleine Kleinstadt,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522320,Leubsdorf,34.47,"3,348",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522330,Lichtenau,49.15,"7,114",40,Kleine Kleinstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14522350,"Lunzenau, Stadt",28.33,"4,305",50,Landgemeinde,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522390,Mulda/Sa.,43.14,"2,539",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522400,Neuhausen/Erzgeb.,48.09,"2,567",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522420,Niederwiesa,16.39,"4,871",50,Landgemeinde,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14522430,Oberschöna,44.29,"3,314",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522440,"Oederan, Stadt",77.33,"8,027",40,Kleine Kleinstadt,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522460,"Penig, Stadt",63.37,"8,804",40,Kleine Kleinstadt,2,Ost,140310,Limbach-Oberfrohna,13,IHK Chemnitz
14522470,Rechenberg-Bienenmühle,52.65,"1,933",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522480,Reinsberg,49.71,"2,902",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522500,Rossau,53.59,"3,572",50,Landgemeinde,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522510,"Roßwein, Stadt",44.10,"7,567",40,Kleine Kleinstadt,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522540,Striegistal,77.23,"4,650",50,Landgemeinde,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522570,"Waldheim, Stadt",41.71,"8,992",40,Kleine Kleinstadt,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522580,Wechselburg,25.66,"1,842",50,Landgemeinde,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522902,Burgstädt,45.07,"15,230",30,Größere Kleinstadt,2,Ost,140320,Chemnitz,13,IHK Chemnitz
14522913,Lichtenberg/Erzgeb.,55.96,"5,185",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14522919,Mittweida,55.34,"16,760",30,Größere Kleinstadt,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522923,Ostrau,70.96,"4,942",50,Landgemeinde,2,Ost,140290,Döbeln,13,IHK Chemnitz
14522926,Rochlitz,99.08,"9,701",40,Kleine Kleinstadt,2,Ost,140300,Mittweida,13,IHK Chemnitz
14522929,Sayda,64.88,"3,369",50,Landgemeinde,2,Ost,140330,Freiberg,13,IHK Chemnitz
14523010,"Adorf/Vogtl., Stadt",42.92,"4,995",50,Landgemeinde,2,Ost,140470,Oelsnitz,13,IHK Chemnitz
14523020,"Auerbach/Vogtl., Stadt",55.52,"18,562",30,Größere Kleinstadt,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523030,Bad Brambach,43.92,"1,846",50,Landgemeinde,2,Ost,140470,Oelsnitz,13,IHK Chemnitz
14523040,"Bad Elster, Stadt",19.77,"3,668",50,Landgemeinde,2,Ost,140470,Oelsnitz,13,IHK Chemnitz
14523090,Ellefeld,4.55,"2,595",40,Kleine Kleinstadt,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523100,"Elsterberg, Stadt",25.10,"4,004",50,Landgemeinde,2,Ost,140460,Plauen,13,IHK Chemnitz
14523160,"Klingenthal, Stadt",50.44,"8,524",40,Kleine Kleinstadt,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523170,"Lengenfeld, Stadt",46.98,"7,158",40,Kleine Kleinstadt,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523200,"Markneukirchen, Stadt",69.07,"7,648",40,Kleine Kleinstadt,2,Ost,140470,Oelsnitz,13,IHK Chemnitz
14523245,Muldenhammer,56.09,"3,088",50,Landgemeinde,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523280,Neumark,17.31,"2,990",50,Landgemeinde,2,Ost,140420,Reichenbach,13,IHK Chemnitz
14523310,"Pausa-Mühltroff, Stadt",64.13,"4,992",50,Landgemeinde,2,Ost,140460,Plauen,13,IHK Chemnitz
14523320,"Plauen, Stadt",102.11,"65,148",20,Mittelstadt,2,Ost,140460,Plauen,13,IHK Chemnitz
14523330,Pöhl,36.64,"2,545",50,Landgemeinde,2,Ost,140460,Plauen,13,IHK Chemnitz
14523360,"Rodewisch, Stadt",26.88,"6,445",40,Kleine Kleinstadt,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523365,Rosenbach/Vogtl.,67.34,"4,247",50,Landgemeinde,2,Ost,140460,Plauen,13,IHK Chemnitz
14523380,Steinberg,20.37,"2,814",50,Landgemeinde,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523450,Weischlitz,121.63,"5,876",40,Kleine Kleinstadt,2,Ost,140460,Plauen,13,IHK Chemnitz
14523902,Jägerswald,51.40,"4,873",50,Landgemeinde,2,Ost,140460,Plauen,13,IHK Chemnitz
14523907,Falkenstein,71.62,"10,809",40,Kleine Kleinstadt,2,Ost,140410,Auerbach,13,IHK Chemnitz
14523920,Netzschkau-Limbach,26.72,"5,403",50,Landgemeinde,2,Ost,140420,Reichenbach,13,IHK Chemnitz
14523922,Oelsnitz/Vogtl.,163.69,"13,990",30,Größere Kleinstadt,2,Ost,140470,Oelsnitz,13,IHK Chemnitz
14523925,Reichenbach im Vogtland,56.32,"22,868",20,Mittelstadt,2,Ost,140420,Reichenbach,13,IHK Chemnitz
14523931,Schöneck/Mühlental,94.70,"4,467",50,Landgemeinde,2,Ost,140470,Oelsnitz,13,IHK Chemnitz
14523934,Treuen/Neuensalz,77.23,"10,029",40,Kleine Kleinstadt,2,Ost,140460,Plauen,13,IHK Chemnitz
14524020,Callenberg,39.86,"4,950",50,Landgemeinde,2,Ost,140390,Lichtenstein-Hohenstein-Ernstthal,13,IHK Chemnitz
14524060,Fraureuth,22.60,"5,204",40,Kleine Kleinstadt,2,Ost,140430,Werdau,13,IHK Chemnitz
14524070,Gersdorf,9.70,"4,024",50,Landgemeinde,2,Ost,140390,Lichtenstein-Hohenstein-Ernstthal,13,IHK Chemnitz
14524080,"Glauchau, Stadt",51.62,"22,718",20,Mittelstadt,2,Ost,140450,Glauchau,13,IHK Chemnitz
14524090,"Hartenstein, Stadt",36.70,"4,606",50,Landgemeinde,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524120,"Hohenstein-Ernstthal, Stadt",18.58,"14,686",30,Größere Kleinstadt,2,Ost,140390,Lichtenstein-Hohenstein-Ernstthal,13,IHK Chemnitz
14524140,Langenbernsdorf,36.37,"3,555",50,Landgemeinde,2,Ost,140430,Werdau,13,IHK Chemnitz
14524150,Langenweißbach,22.62,"2,479",50,Landgemeinde,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524170,Lichtentanne,27.32,"6,512",40,Kleine Kleinstadt,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524200,Mülsen,49.70,"11,233",30,Größere Kleinstadt,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524210,Neukirchen/Pleiße,16.89,"3,920",50,Landgemeinde,2,Ost,140440,Crimmitschau,13,IHK Chemnitz
14524230,"Oberlungwitz, Stadt",14.68,"5,924",40,Kleine Kleinstadt,2,Ost,140390,Lichtenstein-Hohenstein-Ernstthal,13,IHK Chemnitz
14524250,Reinsdorf,21.25,"7,479",40,Kleine Kleinstadt,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524300,"Werdau, Stadt",65.63,"20,795",20,Mittelstadt,2,Ost,140430,Werdau,13,IHK Chemnitz
14524310,"Wildenfels, Stadt",20.69,"3,647",50,Landgemeinde,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524320,"Wilkau-Haßlau, Stadt",12.65,"9,896",40,Kleine Kleinstadt,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524330,"Zwickau, Stadt",102.58,"90,192",20,Mittelstadt,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524904,Crimmitschau-Dennheritz,74.51,"20,059",30,Größere Kleinstadt,2,Ost,140440,Crimmitschau,13,IHK Chemnitz
14524911,Kirchberg,104.53,"12,820",40,Kleine Kleinstadt,2,Ost,140400,Zwickau,13,IHK Chemnitz
14524914,Limbach-Oberfrohna,60.32,"26,302",20,Mittelstadt,2,Ost,140310,Limbach-Oberfrohna,13,IHK Chemnitz
14524918,Meerane-Schönberg,35.24,"15,397",30,Größere Kleinstadt,2,Ost,140450,Glauchau,13,IHK Chemnitz
14524928,Rund um den Auersberg,51.55,"16,890",30,Größere Kleinstadt,2,Ost,140390,Lichtenstein-Hohenstein-Ernstthal,13,IHK Chemnitz
14524935,Waldenburg,54.18,"6,700",50,Landgemeinde,2,Ost,140450,Glauchau,13,IHK Chemnitz
14612000,"Dresden, Stadt",328.48,"551,072",10,Großstadt,2,Ost,140100,Dresden,20,IHK Dresden
14625010,Arnsdorf,35.87,"4,910",50,Landgemeinde,2,Ost,140090,Radeberg,20,IHK Dresden
14625020,"Bautzen, Stadt",66.69,"39,429",20,Mittelstadt,2,Ost,140060,Bautzen,20,IHK Dresden
14625030,"Bernsdorf, Stadt",59.86,"6,522",40,Kleine Kleinstadt,2,Ost,140070,Hoyerswerda,20,IHK Dresden
14625060,Burkau,31.90,"2,623",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625090,Cunewalde,26.65,"4,663",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625100,Demitz-Thumitz,21.09,"2,679",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625110,Doberschau-Gaußig,40.48,"4,192",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625120,Elsterheide,127.52,"3,485",50,Landgemeinde,2,Ost,140070,Hoyerswerda,20,IHK Dresden
14625130,"Elstra, Stadt",32.63,"2,744",50,Landgemeinde,2,Ost,140080,Kamenz,20,IHK Dresden
14625150,Göda,43.27,"3,074",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625160,Großdubrau,54.22,"4,264",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625200,"Großröhrsdorf, Stadt",40.95,"9,509",40,Kleine Kleinstadt,2,Ost,140090,Radeberg,20,IHK Dresden
14625220,Haselbachtal,37.50,"4,060",50,Landgemeinde,2,Ost,140080,Kamenz,20,IHK Dresden
14625230,Hochkirch,41.75,"2,280",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625240,"Hoyerswerda, Stadt",95.44,"33,116",20,Mittelstadt,2,Ost,140070,Hoyerswerda,20,IHK Dresden
14625280,Königswartha,47.17,"3,473",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625290,Kubschütz,43.64,"2,571",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625310,"Lauta, Stadt",42.13,"8,473",40,Kleine Kleinstadt,2,Ost,140070,Hoyerswerda,20,IHK Dresden
14625330,Lohsa,134.53,"5,292",40,Kleine Kleinstadt,2,Ost,140070,Hoyerswerda,20,IHK Dresden
14625340,Malschwitz,93.27,"4,697",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625380,Neukirch/Lausitz,21.30,"5,004",40,Kleine Kleinstadt,2,Ost,140060,Bautzen,20,IHK Dresden
14625420,Oßling,43.71,"2,266",50,Landgemeinde,2,Ost,140080,Kamenz,20,IHK Dresden
14625430,Ottendorf-Okrilla,25.93,"9,966",40,Kleine Kleinstadt,2,Ost,140100,Dresden,20,IHK Dresden
14625480,"Radeberg, Stadt",29.83,"18,451",30,Größere Kleinstadt,2,Ost,140090,Radeberg,20,IHK Dresden
14625490,Radibor,61.99,"3,110",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625525,"Schirgiswalde-Kirschau, Stadt",24.34,"6,299",40,Kleine Kleinstadt,2,Ost,140060,Bautzen,20,IHK Dresden
14625530,Schmölln-Putzkau,32.93,"3,042",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625550,Schwepnitz,56.03,"2,532",50,Landgemeinde,2,Ost,140080,Kamenz,20,IHK Dresden
14625560,Sohland a. d. Spree,37.30,"6,769",40,Kleine Kleinstadt,2,Ost,140060,Bautzen,20,IHK Dresden
14625570,Spreetal,108.86,"1,872",50,Landgemeinde,2,Ost,140070,Hoyerswerda,20,IHK Dresden
14625590,Steinigtwolmsdorf,18.03,"2,905",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625600,Wachau,38.11,"4,288",50,Landgemeinde,2,Ost,140090,Radeberg,20,IHK Dresden
14625610,"Weißenberg, Stadt",50.96,"3,157",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625630,"Wilthen, Stadt",17.04,"4,977",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625640,"Wittichenau, Stadt",61.02,"5,741",40,Kleine Kleinstadt,2,Ost,140070,Hoyerswerda,20,IHK Dresden
14625901,Am Klosterwasser,102.86,"7,130",50,Landgemeinde,2,Ost,140080,Kamenz,20,IHK Dresden
14625907,Bischofswerda,56.97,"12,454",30,Größere Kleinstadt,2,Ost,140060,Bautzen,20,IHK Dresden
14625911,Großharthau,46.71,"3,644",50,Landgemeinde,2,Ost,140090,Radeberg,20,IHK Dresden
14625912,Großpostwitz/O.L.,26.28,"4,805",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625916,Kamenz-Schönteichen,98.30,"16,845",30,Größere Kleinstadt,2,Ost,140080,Kamenz,20,IHK Dresden
14625918,Königsbrück,181.76,"7,910",50,Landgemeinde,2,Ost,140080,Kamenz,20,IHK Dresden
14625923,Neschwitz,57.80,"3,263",50,Landgemeinde,2,Ost,140060,Bautzen,20,IHK Dresden
14625931,Pulsnitz,80.96,"14,148",40,Kleine Kleinstadt,2,Ost,140080,Kamenz,20,IHK Dresden
14626060,Boxberg/O.L.,217.68,"4,482",50,Landgemeinde,2,Ost,140010,Weißwasser,20,IHK Dresden
14626085,"Ebersbach-Neugersdorf, Stadt",20.45,"12,072",30,Größere Kleinstadt,2,Ost,140050,Löbau,20,IHK Dresden
14626110,"Görlitz, Stadt",67.52,"56,391",20,Mittelstadt,2,Ost,140030,Görlitz,20,IHK Dresden
14626180,"Herrnhut, Stadt",74.12,"5,981",40,Kleine Kleinstadt,2,Ost,140040,Zittau,20,IHK Dresden
14626245,Kottmar,47.34,"7,369",40,Kleine Kleinstadt,2,Ost,140050,Löbau,20,IHK Dresden
14626250,Krauschwitz i.d. O.L.,106.83,"3,461",50,Landgemeinde,2,Ost,140010,Weißwasser,20,IHK Dresden
14626280,Leutersdorf,17.08,"3,538",50,Landgemeinde,2,Ost,140040,Zittau,20,IHK Dresden
14626300,Markersdorf,62.54,"3,926",50,Landgemeinde,2,Ost,140030,Görlitz,20,IHK Dresden
14626310,Mittelherwigsdorf,36.45,"3,637",50,Landgemeinde,2,Ost,140040,Zittau,20,IHK Dresden
14626370,"Niesky, Stadt",53.81,"9,444",40,Kleine Kleinstadt,2,Ost,140020,Niesky,20,IHK Dresden
14626390,Oderwitz,35.91,"5,174",40,Kleine Kleinstadt,2,Ost,140040,Zittau,20,IHK Dresden
14626420,"Ostritz, Stadt",23.48,"2,307",50,Landgemeinde,2,Ost,140030,Görlitz,20,IHK Dresden
14626530,"Seifhennersdorf, Stadt",19.12,"3,707",50,Landgemeinde,2,Ost,140040,Zittau,20,IHK Dresden
14626610,"Zittau, Stadt",66.75,"25,575",20,Mittelstadt,2,Ost,140040,Zittau,20,IHK Dresden
14626902,Diehsa,164.99,"6,521",50,Landgemeinde,2,Ost,140020,Niesky,20,IHK Dresden
14626903,Bad Muskau,30.12,"5,259",50,Landgemeinde,2,Ost,140010,Weißwasser,20,IHK Dresden
14626906,Bernstadt / Schönau-Berzdorf,79.82,"4,853",50,Landgemeinde,2,Ost,140030,Görlitz,20,IHK Dresden
14626914,Großschönau-Hainewalde,36.78,"6,985",40,Kleine Kleinstadt,2,Ost,140040,Zittau,20,IHK Dresden
14626920,Löbau,124.48,"19,509",30,Größere Kleinstadt,2,Ost,140050,Löbau,20,IHK Dresden
14626924,Neusalza-Spremberg,42.72,"5,525",50,Landgemeinde,2,Ost,140050,Löbau,20,IHK Dresden
14626927,Olbersdorf,60.47,"9,833",50,Landgemeinde,2,Ost,140040,Zittau,20,IHK Dresden
14626928,Oppach-Beiersdorf,14.44,"3,504",50,Landgemeinde,2,Ost,140050,Löbau,20,IHK Dresden
